Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7to9,Feature log2 fold change topic 7to9,Feature count topic 10to12,Feature log2 fold change topic 10to12
ENSG00000126091,ST3GAL3,31,-0.0841,13,-1.3598,8,-2.0383,24,-0.4968,35,0.12514,38,0.31381,43,0.58030
ENSG00000117408,IPO13,23,-1.3186,193,2.14690,13,-2.1019,70,0.35711,38,-0.6228,40,-0.5881,57,0.04822
ENSG00000117410,ATP6V0B,147,-0.5681,198,-0.1134,115,-0.9401,64,-1.8197,471,1.54153,156,-0.5709,207,-0.0533
ENSG00000117411,B4GALT2,61,-0.9901,20,-2.6025,102,-0.2038,30,-2.0455,64,-0.9876,205,1.23461,147,0.46809
ENSG00000178028,DMAP1,48,0.16138,33,-0.4139,27,-0.7044,26,-0.7424,79,1.13919,41,-0.0936,34,-0.4547
ENSG00000117419,ERI3,91,-0.4637,75,-0.7541,73,-0.8112,63,-1.0341,154,0.39932,113,-0.1549,175,0.73053
ENSG00000187147,RNF220,53,-0.8059,158,0.90692,60,-0.6365,32,-1.5442,140,0.80596,111,0.40785,55,-0.8754
ENSG00000142937,RPS8,822,-1.0629,1770,0.11666,2140,0.42035,2816,0.87274,1086,-0.6931,2120,0.51305,1216,-0.5546
ENSG00000126088,UROD,44,-0.4136,11,-2.4027,41,-0.5231,13,-2.2626,93,0.84604,59,0.03110,75,0.51481
ENSG00000117450,PRDX1,256,-1.0253,418,-0.2772,257,-1.0192,554,0.16308,369,-0.5114,397,-0.4286,861,1.18195
ENSG00000117448,AKR1A1,33,-0.5450,67,0.55580,19,-1.4080,32,-0.6143,63,0.50136,50,0.08810,48,0.01551
ENSG00000132780,NASP,149,0.68342,217,1.31933,141,0.58752,93,-0.0685,63,-0.7107,44,-1.3829,103,0.11698
ENSG00000159592,GPBP1L1,48,0.43200,58,0.75326,8,-2.2432,48,0.43456,27,-0.4687,25,-0.6798,48,0.57047
ENSG00000086015,MAST2,29,0.20260,0,-7.0366,24,-0.0859,0,-6.7474,37,0.68714,24,-0.0790,35,0.63709
ENSG00000117461,PIK3R3,27,-0.4076,0,-5.3059,28,-0.3296,33,-0.0800,22,-0.7638,31,-0.2150,65,1.34461
ENSG00000085998,POMGNT1,59,0.62359,29,-0.5009,34,-0.2435,11,-1.9084,44,0.17881,27,-0.6739,58,0.78241
ENSG00000132128,LRRC41,50,0.56008,31,-0.1872,0,-6.2932,12,-1.6584,40,0.19623,30,-0.2729,53,0.85462
ENSG00000173660,UQCRH,259,-1.0199,191,-1.4746,460,-0.1393,252,-1.0586,800,0.85058,717,0.73154,374,-0.5445
ENSG00000079277,MKNK1,101,1.87322,34,0.01244,2,-3.7216,1,-4.8261,18,-1.0267,38,0.22162,39,0.27105
ENSG00000123472,ATPAF1,92,-0.9494,140,-0.3058,91,-0.9592,210,0.33271,146,-0.2580,178,0.08521,228,0.59333
ENSG00000159658,EFCAB14,109,-0.1774,234,1.05580,52,-1.2921,220,0.95665,62,-1.0986,106,-0.2696,136,0.21413
ENSG00000162368,CMPK1,84,-0.7784,124,-0.1890,88,-0.7136,123,-0.2018,161,0.25203,171,0.40587,140,0.01028
ENSG00000162373,BEND5,13,-0.9402,12,-1.0609,16,-0.6715,0,-6.7421,33,0.44990,35,0.69126,30,0.31897
ENSG00000162374,ELAVL4,188,0.99975,25,-2.0822,155,0.67895,20,-2.4490,231,1.60782,61,-0.9022,61,-0.8988
ENSG00000185104,FAF1,46,0.21232,54,0.47004,10,-2.0257,40,-0.0056,69,0.98462,26,-0.8014,39,-0.0473
ENSG00000123091,RNF11,266,-0.5033,203,-0.9143,303,-0.2986,262,-0.5240,466,0.42107,500,0.62835,315,-0.2905
ENSG00000085832,EPS15,246,0.70957,141,-0.1772,137,-0.2261,163,0.04535,189,0.31786,128,-0.3887,149,-0.1114
ENSG00000078618,NRDC,266,1.25350,155,0.35706,215,0.89086,71,-0.8529,146,0.28719,58,-1.3263,105,-0.3101
ENSG00000169213,RAB3B,157,1.51011,85,0.46090,138,1.27140,141,1.30702,60,-0.0909,25,-1.5865,15,-2.3461
ENSG00000117862,TXNDC12,42,-0.1527,20,-1.2353,16,-1.5581,40,-0.2308,40,-0.2696,31,-0.7231,89,1.44105
ENSG00000134717,BTF3L4,32,-0.8796,40,-0.5616,12,-2.2698,70,0.30079,91,0.84685,45,-0.4643,73,0.47456
ENSG00000157077,ZFYVE9,55,0.89723,41,0.44654,29,-0.1419,30,-0.0418,54,0.99539,21,-0.7449,17,-1.0733
ENSG00000134748,PRPF38A,66,0.01989,105,0.77237,72,0.15548,47,-0.5003,35,-1.0019,66,0.03907,74,0.24347
ENSG00000134744,TUT4,265,1.68478,180,0.99776,119,0.31424,119,0.31462,37,-1.5678,60,-0.8771,78,-0.4127
ENSG00000162377,COA7,40,0.68514,23,-0.1813,13,-1.0754,8,-1.7864,43,0.90282,25,-0.0565,22,-0.2721
ENSG00000162378,ZYG11B,207,1.14856,67,-0.6537,92,-0.1672,60,-0.8235,169,0.91819,86,-0.3262,69,-0.7069
ENSG00000116171,SCP2,85,-0.6089,122,-0.0513,120,-0.0813,82,-0.6742,119,-0.1043,103,-0.3808,187,0.81337
ENSG00000162384,CZIB,17,-1.8107,50,-0.2341,52,-0.1603,24,-1.3356,81,0.58190,62,0.12078,69,0.33902
ENSG00000162385,MAGOH,9,-1.8379,33,0.02955,24,-0.4967,24,-0.4861,46,0.61354,32,-0.0428,38,0.29346
ENSG00000157193,LRP8,82,1.38180,13,-1.4942,12,-1.5566,0,-7.2252,40,0.22607,23,-0.7941,56,0.97477
ENSG00000081870,HSPB11,37,-0.3423,41,-0.1544,57,0.34559,42,-0.1365,59,0.46717,56,0.40473,28,-0.8630
ENSG00000116209,TMEM59,146,-0.5009,334,0.81089,86,-1.2994,197,-0.0407,247,0.35168,133,-0.7532,256,0.47653
ENSG00000116221,MRPL37,18,-1.3635,14,-1.7419,29,-0.6477,30,-0.5839,72,0.90898,56,0.48671,41,-0.1097
ENSG00000157216,SSBP3,278,0.25219,141,-0.7964,341,0.57744,163,-0.5830,205,-0.2488,303,0.48688,203,-0.2967
ENSG00000116133,DHCR24,66,0.00449,202,1.89806,33,-1.0702,44,-0.6304,136,1.37940,16,-2.3701,43,-0.7693
ENSG00000162402,USP24,55,0.43660,31,-0.4242,37,-0.1564,43,0.06379,35,-0.3019,17,-1.5151,70,1.12390
ENSG00000162407,PLPP3,105,-1.6219,219,-0.5225,82,-1.9908,556,0.96625,62,-2.5206,96,-1.9724,770,2.33200
ENSG00000162409,PRKAA2,129,1.86069,21,-1.0760,49,0.19254,8,-2.3843,61,0.62827,27,-0.8341,35,-0.3654
ENSG00000162601,MYSM1,115,1.83961,53,0.50329,46,0.26604,19,-1.0966,52,0.53414,17,-1.3928,25,-0.7667
ENSG00000177606,JUN,116,0.02337,133,0.24496,36,-1.7588,43,-1.4903,130,0.22507,148,0.52452,113,-0.0224
ENSG00000172456,FGGY,14,-0.9817,4,-2.7097,3,-2.9580,11,-1.2576,16,-0.8147,26,0.02315,57,1.81036
ENSG00000134709,HOOK1,117,2.19360,8,-1.9884,23,-0.5520,1,-4.5509,67,1.33410,18,-1.0745,20,-0.9200
ENSG00000162599,NFIA,391,0.31428,751,1.41454,330,0.04671,450,0.54299,51,-2.8585,203,-0.8197,404,0.46346
ENSG00000162604,TM2D1,73,0.33432,59,0.00446,38,-0.6575,34,-0.8387,74,0.38731,34,-0.9625,85,0.73810
ENSG00000162607,USP1,46,-0.1633,130,1.55407,79,0.68591,100,1.07927,40,-0.4029,32,-0.8471,28,-1.0608
ENSG00000116641,DOCK7,69,0.39716,45,-0.2919,19,-1.5265,66,0.30828,35,-0.7008,31,-0.9885,95,1.23000
ENSG00000079739,PGM1,36,-0.7430,32,-0.8846,29,-1.0491,33,-0.8687,44,-0.4515,48,-0.3496,111,1.45278
ENSG00000162434,JAK1,83,0.03556,104,0.40595,87,0.11573,100,0.34321,75,-0.1220,54,-0.7140,94,0.29361
ENSG00000162433,AK4,69,-0.5110,36,-1.4890,83,-0.2242,54,-0.8842,75,-0.4137,98,0.04320,155,1.01996
ENSG00000116675,DNAJC6,207,0.35580,323,1.09164,142,-0.2392,107,-0.6757,337,1.35659,110,-0.7488,69,-1.5232
ENSG00000213625,LEPROT,42,-1.1328,44,-1.0829,66,-0.4695,44,-1.0838,37,-1.4183,99,0.21332,167,1.39980
ENSG00000184588,PDE4B,64,-0.0914,203,1.87086,79,0.24889,59,-0.2153,55,-0.3490,34,-1.1965,65,-0.0855
ENSG00000118473,SGIP1,185,0.83443,90,-0.3142,106,-0.0552,73,-0.6442,174,0.83583,69,-0.8347,104,-0.1064
ENSG00000198160,MIER1,85,0.45605,120,1.02752,117,0.99214,133,1.20783,45,-0.5787,37,-0.9667,36,-1.0067
ENSG00000142864,SERBP1,207,-0.3062,399,0.74459,239,-0.0811,451,0.94803,191,-0.4632,196,-0.4648,251,-0.0018
ENSG00000116717,GADD45A,23,-0.8353,32,-0.3468,55,0.49350,79,1.11636,28,-0.5597,42,0.11465,35,-0.2240
ENSG00000172380,GNG12,16,-1.7470,62,0.34003,53,0.06740,85,0.84483,13,-2.0689,41,-0.3660,79,0.95242
ENSG00000116729,WLS,68,-0.6588,85,-0.3231,56,-0.9702,167,0.74899,57,-0.9982,48,-1.3445,208,1.54971
ENSG00000033122,LRRC7,167,2.14230,22,-1.1966,45,-0.0940,13,-1.9809,86,1.05823,28,-0.9626,26,-1.1024
ENSG00000116754,SRSF11,1550,2.42434,559,0.56146,747,1.04749,101,-2.0571,165,-1.4051,243,-0.8686,235,-0.9219
ENSG00000118454,ANKRD13C,57,0.74211,19,-0.9387,21,-0.8289,30,-0.2846,57,0.83354,28,-0.4824,36,-0.0060
ENSG00000132485,ZRANB2,457,1.25914,264,0.34313,262,0.32819,258,0.30377,215,0.01596,125,-0.9482,169,-0.4236
ENSG00000172260,NEGR1,747,1.32299,153,-1.2014,595,0.92910,142,-1.3089,474,0.62251,389,0.29022,92,-2.1753
ENSG00000178965,ERICH3,268,2.34894,33,-1.1491,108,0.68788,28,-1.4083,118,0.95862,40,-0.9978,17,-2.3772
ENSG00000162623,TYW3,24,-0.9298,60,0.45601,43,-0.0639,106,1.41341,49,0.15170,38,-0.3257,32,-0.6346
ENSG00000117054,ACADM,47,-0.6402,52,-0.4714,94,0.44613,52,-0.4705,54,-0.4478,80,0.24562,85,0.36565
ENSG00000137955,RABGGTB,53,0.05452,68,0.44708,63,0.33943,47,-0.1354,57,0.20525,49,-0.0705,40,-0.4555
ENSG00000142892,PIGK,19,-0.5108,59,1.32878,3,-3.2058,19,-0.4976,43,0.88263,17,-0.8056,27,0.03296
ENSG00000154027,AK5,279,1.09232,199,0.52392,84,-0.8126,53,-1.5126,356,1.81799,71,-1.2359,59,-1.5154
ENSG00000077254,USP33,100,0.64476,92,0.50682,58,-0.2121,52,-0.3812,110,0.91158,37,-1.0594,56,-0.3101
ENSG00000180488,MIGA1,124,0.65157,167,1.15057,57,-0.5782,93,0.18343,103,0.38278,36,-1.4588,80,-0.0688
ENSG00000162613,FUBP1,90,0.83056,47,-0.2146,32,-0.8169,60,0.17911,63,0.26025,40,-0.5396,57,0.12060
ENSG00000162616,DNAJB4,28,-0.6454,47,0.17191,35,-0.2953,49,0.25191,51,0.33226,42,0.01233,39,-0.1357
ENSG00000137941,TTLL7,447,1.02329,1095,2.76232,232,-0.0441,435,0.97351,189,-0.3991,61,-2.2768,32,-3.2435
ENSG00000142875,PRKACB,376,0.50965,404,0.62734,128,-1.1588,175,-0.6889,568,1.40213,203,-0.5505,151,-1.0511
ENSG00000117133,RPF1,34,0.17065,0,-5.5581,19,-0.6915,42,0.47515,50,0.87365,31,0.03371,27,-0.2648
ENSG00000174021,GNG5,36,-1.9853,49,-1.5511,98,-0.5087,117,-0.2244,58,-1.3779,185,0.63766,218,1.01358
ENSG00000117155,SSX2IP,152,0.76883,20,-2.3130,90,-0.0651,44,-1.1490,182,1.23772,103,0.17497,51,-1.0988
ENSG00000162642,C1orf52,27,-1.0248,40,-0.3975,44,-0.2761,50,-0.0758,93,1.06494,37,-0.6051,56,0.14054
ENSG00000153904,DDAH1,199,-0.8906,156,-1.2532,197,-0.9044,369,0.05816,253,-0.5705,363,0.03819,583,1.06016
ENSG00000142871,CCN1,36,-0.0638,30,-0.3771,25,-0.6511,5,-2.8928,7,-2.4849,76,1.55879,39,0.05937
ENSG00000117174,ZNHIT6,76,0.59741,126,1.45309,61,0.24257,106,1.15532,36,-0.6242,30,-0.9914,32,-0.8523
ENSG00000122417,ODF2L,265,2.24057,64,-0.2013,134,0.98469,21,-1.8948,61,-0.3072,51,-0.6425,39,-1.0974
ENSG00000097033,SH3GLB1,98,0.36500,97,0.34697,87,0.16279,134,0.87600,43,-0.9639,69,-0.2312,76,-0.0619
ENSG00000183291,SELENOF,85,-0.3261,121,0.22542,33,-1.7364,46,-1.2441,127,0.34658,108,0.06401,130,0.44164
ENSG00000153936,HS2ST1,47,-0.0719,38,-0.3986,12,-2.1104,44,-0.1830,33,-0.6918,42,-0.3147,88,1.23474
ENSG00000143013,LMO4,1161,0.94558,276,-1.3034,749,0.22608,480,-0.4697,1071,0.92294,686,0.10848,307,-1.3106
ENSG00000065243,PKN2,103,1.23324,94,1.06253,54,0.16285,104,1.24837,16,-1.7283,34,-0.6358,31,-0.7988
ENSG00000137947,GTF2B,35,0.57284,16,-0.6644,7,-1.8827,26,0.14086,42,1.03626,19,-0.4539,22,-0.2002
ENSG00000197147,LRRC8B,112,1.13386,94,0.83881,23,-1.3620,5,-3.3857,122,1.49601,25,-1.4015,40,-0.6189
ENSG00000162664,ZNF326,205,1.43989,152,0.92232,151,0.91576,75,-0.2032,44,-1.0910,63,-0.5707,57,-0.7387
ENSG00000233593,LINC02609,7,-2.3955,17,-1.1321,31,-0.1828,47,0.47049,43,0.35502,56,0.98929,22,-0.8588
ENSG00000122482,ZNF644,101,0.22439,221,1.53343,67,-0.4286,207,1.41685,58,-0.6831,54,-0.8778,61,-0.6745
ENSG00000189195,BTBD8,338,0.61954,108,-1.1569,228,-0.0102,175,-0.4252,581,1.86097,114,-1.2392,136,-0.9455
ENSG00000122484,RPAP2,227,1.76209,78,-0.0382,136,0.85704,97,0.29875,57,-0.5698,57,-0.6204,46,-0.9854
ENSG00000067208,EVI5,75,-0.2046,228,1.64858,195,1.36924,146,0.86425,45,-1.0382,47,-1.0387,49,-0.9800
ENSG00000122406,RPL5,362,-1.1450,884,0.23123,962,0.36766,1269,0.82134,630,-0.3277,921,0.37110,556,-0.5830
ENSG00000154511,DIPK1A,18,-0.7102,54,0.97783,7,-2.1775,54,0.98223,50,1.00193,13,-1.3696,26,-0.2133
ENSG00000143033,MTF2,83,1.47576,81,1.42817,61,0.95577,5,-2.7015,28,-0.3449,24,-0.6404,17,-1.2127
ENSG00000117500,TMED5,16,-1.1440,37,0.15177,11,-1.6912,45,0.45547,27,-0.3601,32,-0.0784,48,0.72845
ENSG00000117505,DR1,39,-0.3022,46,-0.0235,26,-0.8761,57,0.28443,51,0.14088,57,0.36053,42,-0.2243
ENSG00000137942,FNBP1L,59,0.59925,48,0.27760,36,-0.1913,79,1.07721,27,-0.6582,20,-1.2575,50,0.43175
ENSG00000067334,DNTTIP2,92,0.30495,136,0.94586,90,0.27425,97,0.38957,89,0.28517,61,-0.3911,44,-0.9642
ENSG00000023909,GCLM,53,1.08636,10,-1.4193,13,-1.1572,32,0.27637,42,0.77540,20,-0.5736,25,-0.1667
ENSG00000137962,ARHGAP29,23,-1.0692,6,-2.8957,101,1.23857,7,-2.6895,24,-1.0942,100,1.70722,28,-0.9282
ENSG00000117528,ABCD3,62,-0.0211,65,0.03482,24,-1.4649,45,-0.5269,40,-0.7554,63,-0.0098,98,0.91962
ENSG00000117525,F3,13,-2.9862,15,-2.7858,22,-2.2903,33,-1.7130,25,-2.1829,41,-1.5423,321,3.45799
ENSG00000117519,CNN3,92,-1.3713,186,-0.3039,103,-1.1925,325,0.58352,82,-1.6266,209,-0.1494,404,1.28031
ENSG00000152078,TLCD4,29,-0.7866,36,-0.4916,27,-0.9319,38,-0.3972,55,0.20715,24,-1.2215,92,1.39144
ENSG00000117569,PTBP2,53,-0.0164,100,0.99010,28,-0.9726,14,-2.0488,86,0.84356,40,-0.5359,54,-0.0171
ENSG00000117600,PLPPR4,138,1.39337,31,-0.9660,24,-1.3909,52,-0.2193,165,2.10033,18,-1.9562,27,-1.3443
ENSG00000162688,AGL,50,-0.1737,65,0.24159,58,0.07006,56,0.02001,29,-1.0802,35,-0.8318,92,1.07598
ENSG00000156875,MFSD14A,46,0.52134,32,-0.0781,4,-2.8732,69,1.19204,49,0.67189,19,-0.9600,31,-0.1328
ENSG00000137992,DBT,59,0.44555,37,-0.2759,66,0.62812,38,-0.2351,48,0.13335,42,-0.1203,37,-0.3220
ENSG00000137996,RTCA,26,-0.3992,34,0.00364,21,-0.7020,4,-3.1056,68,1.32325,22,-0.7765,39,0.30842
ENSG00000162694,EXTL2,47,0.64581,35,0.16662,19,-0.7218,8,-1.9148,57,1.11227,17,-1.0966,34,0.15291
ENSG00000170989,S1PR1,10,-3.2428,47,-1.0743,24,-2.0692,99,0.06815,20,-2.4405,121,0.48115,186,1.51463
ENSG00000118733,OLFM3,38,0.43087,14,-1.1153,4,-2.7458,11,-1.4395,109,3.09079,11,-1.5674,8,-2.0712
ENSG00000185946,RNPC3,531,2.22441,229,0.69808,269,0.96844,169,0.20779,43,-1.9551,82,-1.0450,82,-1.0442
ENSG00000162636,FAM102B,43,0.64891,23,-0.3363,12,-1.3031,11,-1.4239,61,1.45305,25,-0.2222,18,-0.7679
ENSG00000134186,PRPF38B,342,1.29173,330,1.22791,287,0.98966,92,-0.8180,55,-1.6723,117,-0.5309,121,-0.4701
ENSG00000116266,STXBP3,64,0.04154,190,1.87925,32,-1.0022,55,-0.1946,30,-1.2056,39,-0.8564,78,0.44103
ENSG00000121957,GPSM2,10,-2.4128,159,1.95894,18,-1.5506,44,-0.2239,12,-2.1757,49,-0.0680,68,0.60297
ENSG00000085433,WDR47,112,0.93146,19,-1.8254,59,-0.1034,32,-1.0366,138,1.51190,46,-0.5580,40,-0.8186
ENSG00000197780,TAF13,63,-0.8415,117,0.12362,159,0.61575,97,-0.1780,91,-0.3017,129,0.34693,99,-0.1777
ENSG00000215717,TMEM167B,33,-0.2088,42,0.16484,39,0.03186,26,-0.5822,47,0.38708,42,0.18537,32,-0.3253
ENSG00000031698,SARS,161,-0.3032,135,-0.5720,207,0.08595,109,-0.8983,377,1.23538,155,-0.4344,173,-0.2304
ENSG00000143126,CELSR2,66,0.12875,84,0.52306,18,-1.7885,86,0.57050,98,0.88206,36,-0.9113,55,-0.1615
ENSG00000134243,SORT1,157,0.47403,400,2.13102,50,-1.2913,87,-0.4521,146,0.39808,69,-0.9382,69,-0.9379
ENSG00000143106,PSMA5,31,-0.9686,38,-0.6580,33,-0.8635,13,-2.2511,128,1.53989,55,-0.0877,53,-0.1718
ENSG00000181754,AMIGO1,33,0.46586,5,-2.2606,10,-1.2618,0,-6.6627,53,1.50598,4,-2.8193,42,1.14918
ENSG00000065135,GNAI3,85,1.56123,32,-0.0756,13,-1.3373,4,-2.8912,22,-0.7015,39,0.29722,35,0.09192
ENSG00000116337,AMPD2,32,-1.2348,18,-2.0535,24,-1.6870,24,-1.6895,94,0.45242,83,0.24902,113,0.92693
ENSG00000168765,GSTM4,9,-1.8919,29,-0.1826,5,-2.7205,13,-1.3307,50,0.76556,37,0.24803,41,0.47165
ENSG00000134201,GSTM5,53,-1.4253,64,-1.1243,35,-2.0025,106,-0.3698,25,-2.6174,105,-0.4663,331,2.25086
ENSG00000134202,GSTM3,98,-1.5574,74,-1.9838,107,-1.4283,167,-0.7644,146,-1.0326,249,-0.1830,602,1.86322
ENSG00000168710,AHCYL1,540,-0.6578,910,0.15253,546,-0.6394,1793,1.28040,307,-1.5954,463,-1.0315,1373,1.09229
ENSG00000197106,SLC6A17,121,1.23085,13,-2.2050,71,0.33605,21,-1.4809,116,1.33448,59,0.06665,17,-2.0126
ENSG00000116396,KCNC4,33,-0.0932,6,-2.5816,45,0.39929,18,-1.0290,39,0.17758,46,0.54526,34,-0.0380
ENSG00000134248,LAMTOR5,72,-1.3509,92,-0.9842,90,-1.0141,227,0.40582,224,0.42908,191,0.16956,201,0.26686
ENSG00000177301,KCNA2,36,-0.7520,27,-1.1891,54,-0.1264,24,-1.3747,93,0.85022,48,-0.3592,77,0.55303
ENSG00000121931,LRIF1,56,0.97457,26,-0.2484,11,-1.5100,59,1.04532,36,0.25004,21,-0.6807,28,-0.2064
ENSG00000134255,CEPT1,50,0.70611,49,0.67489,21,-0.6749,60,1.01190,30,-0.1084,13,-1.5876,36,0.21515
ENSG00000116459,ATP5PB,90,-1.2223,126,-0.7199,107,-0.9701,255,0.37734,292,0.66897,134,-0.7356,284,0.70559
ENSG00000116473,RAP1A,42,-0.9583,167,1.21508,55,-0.5713,176,1.30272,48,-0.8356,83,0.08224,57,-0.6165
ENSG00000197852,INKA2,52,0.84822,3,-3.2480,28,-0.1360,39,0.37678,40,0.45530,28,-0.1571,27,-0.2195
ENSG00000171385,KCND3,96,0.52950,9,-3.0213,70,0.02081,19,-1.8881,100,0.67211,42,-0.8703,102,0.80865
ENSG00000143079,CTTNBP2NL,46,0.48500,74,1.26362,46,0.47618,15,-1.2712,29,-0.2900,38,0.23743,18,-1.0736
ENSG00000116489,CAPZA1,54,0.02242,86,0.75430,38,-0.5154,31,-0.8582,72,0.53304,44,-0.3477,52,-0.0546
ENSG00000155366,RHOC,40,-1.3484,64,-0.6434,43,-1.2505,81,-0.2924,16,-2.7826,155,0.96180,150,0.89535
ENSG00000081026,MAGI3,119,1.18626,16,-1.8781,86,0.63800,79,0.51306,57,-0.0160,33,-0.9698,59,0.03911
ENSG00000081019,RSBN1,94,1.59748,17,-1.1577,40,0.15255,33,-0.1463,41,0.20460,20,-1.0460,36,0.00858
ENSG00000163349,HIPK1,53,-0.0023,44,-0.2908,33,-0.7261,20,-1.4682,47,-0.2292,73,0.63481,59,0.20026
ENSG00000197323,TRIM33,153,1.17585,59,-0.3503,107,0.57537,75,0.01744,76,0.02981,58,-0.4607,58,-0.4610
ENSG00000116752,BCAS2,62,-0.1848,35,-1.0258,60,-0.2277,93,0.46818,108,0.80278,63,-0.1878,59,-0.2884
ENSG00000009307,CSDE1,231,-0.5223,327,0.01609,324,0.00316,445,0.50737,384,0.30077,340,0.09648,256,-0.4337
ENSG00000163399,ATP1A1,147,-0.8030,73,-1.8367,64,-2.0255,101,-1.3550,915,3.00723,95,-1.6337,154,-0.8514
ENSG00000198162,MAN1A2,545,-0.4965,805,0.11096,1857,1.51435,1820,1.47808,310,-1.4333,769,0.04630,350,-1.3335
ENSG00000092621,PHGDH,42,-1.7148,150,0.20959,43,-1.7009,188,0.56800,48,-1.6103,68,-1.1727,286,1.82598
ENSG00000134250,NOTCH2,29,-0.9592,36,-0.6280,16,-1.8003,51,-0.0937,19,-1.6653,38,-0.6264,121,1.92669
ENSG00000265808,SEC22B,59,0.20119,40,-0.4183,31,-0.8096,85,0.79128,71,0.54274,41,-0.4401,49,-0.1292
ENSG00000226067,LINC00623,10,-1.3822,18,-0.5770,27,0.05831,31,0.24731,37,0.62051,30,0.22258,22,-0.3283
ENSG00000171943,SRGAP2C,95,0.35086,112,0.60634,99,0.41393,101,0.44305,61,-0.3895,72,-0.1077,57,-0.5276
ENSG00000232527,LINC02802,37,0.11036,0,-7.0037,18,-1.0061,24,-0.5539,46,0.49227,50,0.78412,31,-0.2070
ENSG00000196369,SRGAP2B,120,1.24636,53,-0.0854,91,0.78239,40,-0.5085,60,0.11302,45,-0.4072,38,-0.7057
ENSG00000162825,NBPF20,76,1.39493,39,0.27330,130,2.43547,48,0.60939,7,-2.3619,19,-0.9180,9,-2.1644
ENSG00000265491,RNF115,139,1.41554,43,-0.4807,41,-0.5649,12,-2.3680,59,-0.0031,44,-0.5206,74,0.45456
ENSG00000198483,ANKRD35,15,-1.1984,1,-4.7385,18,-0.8894,31,-0.0708,24,-0.4960,35,0.15384,58,1.22148
ENSG00000131779,PEX11B,10,-1.3576,34,0.43691,11,-1.3011,0,-6.7908,58,1.53698,22,-0.3049,25,-0.0777
ENSG00000265241,RBM8A,130,-0.1012,159,0.22125,173,0.35513,144,0.06199,105,-0.4685,141,0.04147,140,0.02676
ENSG00000271601,LIX1L,23,-0.4388,52,0.80997,29,-0.1323,32,0.05233,21,-0.6147,31,0.02168,33,0.13973
ENSG00000121851,POLR3GL,47,-0.2201,56,0.05082,80,0.61072,89,0.78559,38,-0.6188,42,-0.4954,61,0.20594
ENSG00000265972,TXNIP,38,-1.4716,325,1.99969,65,-0.6814,158,0.71686,16,-2.8187,121,0.34455,78,-0.4785
ENSG00000268043,NBPF12,139,2.00869,97,1.33731,49,0.21939,40,-0.1141,12,-1.9765,32,-0.5204,23,-1.0919
ENSG00000178104,PDE4DIP,406,0.88269,195,-0.2930,288,0.31660,149,-0.7076,218,-0.1322,186,-0.4401,265,0.23232
ENSG00000159164,SV2A,319,1.09358,81,-1.0689,136,-0.2881,34,-2.3507,376,1.63069,81,-1.2304,132,-0.3941
ENSG00000136631,VPS45,49,0.19871,30,-0.5294,11,-2.0587,27,-0.7210,43,-0.0071,21,-1.2176,83,1.47704
ENSG00000023902,PLEKHO1,51,-0.7285,30,-1.5190,77,-0.0952,17,-2.3182,76,-0.1294,117,0.74777,100,0.41356
ENSG00000143401,ANP32E,143,0.03790,149,0.09695,147,0.07886,301,1.26092,77,-0.9760,123,-0.2435,139,-0.0189
ENSG00000117362,APH1A,29,0.05594,23,-0.3046,4,-2.8019,12,-1.3102,22,-0.3772,20,-0.5817,55,1.47688
ENSG00000118292,C1orf54,3,-3.3144,9,-1.7575,1,-4.8562,9,-1.7855,21,-0.5978,43,0.74961,55,1.35397
ENSG00000266472,MRPS21,108,-1.1941,72,-1.7972,210,-0.1770,234,-0.0102,302,0.43959,276,0.30927,258,0.17490
ENSG00000163125,RPRD2,72,0.72193,47,0.03310,12,-2.0104,45,-0.0536,55,0.30436,29,-0.8280,60,0.53552
ENSG00000143384,MCL1,27,-1.1533,38,-0.6565,73,0.35305,39,-0.6405,24,-1.4588,90,0.89573,70,0.33816
ENSG00000143420,ENSA,270,-0.3177,178,-0.9510,442,0.45963,258,-0.3921,455,0.56624,485,0.79086,155,-1.3314
ENSG00000143418,CERS2,8,-2.7630,228,2.62906,3,-3.9521,84,0.76245,12,-2.2638,22,-1.4542,71,0.62126
ENSG00000197622,CDC42SE1,23,-0.3140,46,0.73620,13,-1.2208,23,-0.3486,43,0.72184,19,-0.7589,33,0.24774
ENSG00000213190,MLLT11,233,0.03031,146,-0.6861,161,-0.5424,88,-1.4518,549,1.73806,231,0.02288,107,-1.3242
ENSG00000163156,SCNM1,29,-0.3997,46,0.35618,35,-0.0806,35,-0.0748,29,-0.4031,25,-0.7040,55,0.82610
ENSG00000163159,VPS72,16,-1.1605,26,-0.3737,0,-5.9861,44,0.42034,49,0.68023,44,0.50851,30,-0.2317
ENSG00000159352,PSMD4,114,-0.4389,94,-0.7331,179,0.25641,195,0.40050,189,0.38808,179,0.32112,108,-0.6147
ENSG00000143393,PI4KB,43,0.13479,55,0.50342,13,-1.6592,3,-3.7124,65,0.90222,25,-0.7903,52,0.54068
